prompt,code
provision me a rg with name Michaelport in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Michaelport""
    location =""EastUS2""
}
"
provision me a rg with name Colefurt in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Colefurt""
    location =""EastUS2""
}
"
provision me a rg with name Matthewsfurt in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Matthewsfurt""
    location =""EastUS2""
}
"
provision me a rg with name South Ruth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Ruth""
    location =""EastUS2""
}
"
provision me a rg with name Meredithville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Meredithville""
    location =""NorthCentralUS""
}
"
provision me a rg with name Torresstad in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Torresstad""
    location =""EastUS2""
}
"
provision me a rg with name East Jenna in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jenna""
    location =""SouthCentralUS""
}
"
provision me a rg with name North Douglasville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Douglasville""
    location =""SouthCentralUS""
}
"
provision me a rg with name Terriberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Terriberg""
    location =""EastUS2""
}
"
provision me a rg with name Lake Julieland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Julieland""
    location =""WestUS""
}
"
provision me a rg with name Floydborough in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Floydborough""
    location =""WestUS""
}
"
provision me a rg with name Lake Jeremyfurt in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jeremyfurt""
    location =""WestUS""
}
"
provision me a rg with name Hutchinsonchester in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hutchinsonchester""
    location =""WestUS""
}
"
provision me a rg with name New Jasminestad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jasminestad""
    location =""WestUS""
}
"
provision me a rg with name New Christopherport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Christopherport""
    location =""EastUS""
}
"
provision me a rg with name Mckenziefort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mckenziefort""
    location =""EastUS2""
}
"
provision me a rg with name Bethland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Bethland""
    location =""EastUS""
}
"
provision me a rg with name New Andrew in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Andrew""
    location =""SouthCentralUS""
}
"
provision me a rg with name Port Elizabethview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Elizabethview""
    location =""EastUS2""
}
"
provision me a rg with name Adamland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Adamland""
    location =""NorthCentralUS""
}
"
provision me a rg with name South Derrick in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Derrick""
    location =""SouthCentralUS""
}
"
provision me a rg with name Belltown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Belltown""
    location =""EastUS""
}
"
provision me a rg with name New Brianside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Brianside""
    location =""NorthCentralUS""
}
"
provision me a rg with name East Melissaside in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Melissaside""
    location =""EastUS2""
}
"
provision me a rg with name Lake Stephaniemouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Stephaniemouth""
    location =""NorthCentralUS""
}
"
provision me a rg with name Burnsshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Burnsshire""
    location =""WestUS""
}
"
provision me a rg with name Lake Jennifer in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jennifer""
    location =""EastUS2""
}
"
provision me a rg with name Luisland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Luisland""
    location =""WestUS""
}
"
provision me a rg with name Smithside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Smithside""
    location =""SouthCentralUS""
}
"
provision me a rg with name Andrewhaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Andrewhaven""
    location =""EastUS2""
}
"
provision me a rg with name Sandersborough in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sandersborough""
    location =""SouthCentralUS""
}
"
provision me a rg with name Taylormouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Taylormouth""
    location =""SouthCentralUS""
}
"
provision me a rg with name Hallfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hallfurt""
    location =""SouthCentralUS""
}
"
provision me a rg with name Lake Coryhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Coryhaven""
    location =""EastUS""
}
"
provision me a rg with name Barnettmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Barnettmouth""
    location =""SouthCentralUS""
}
"
provision me a rg with name Briannaborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Briannaborough""
    location =""EastUS2""
}
"
provision me a rg with name Monicashire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Monicashire""
    location =""WestUS""
}
"
provision me a rg with name Irwinmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Irwinmouth""
    location =""SouthCentralUS""
}
"
provision me a rg with name West Margaret in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Margaret""
    location =""NorthCentralUS""
}
"
provision me a rg with name Josephfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Josephfort""
    location =""NorthCentralUS""
}
"
provision me a rg with name North Terri in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Terri""
    location =""NorthCentralUS""
}
"
provision me a rg with name East Dawn in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Dawn""
    location =""EastUS2""
}
"
provision me a rg with name Mollystad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mollystad""
    location =""SouthCentralUS""
}
"
provision me a rg with name Port Nataliemouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Nataliemouth""
    location =""WestUS""
}
"
provision me a rg with name Jesusmouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jesusmouth""
    location =""WestUS""
}
"
provision me a rg with name West Timothy in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Timothy""
    location =""NorthCentralUS""
}
"
provision me a rg with name Thomasmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasmouth""
    location =""EastUS""
}
"
provision me a rg with name East Charlesview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Charlesview""
    location =""EastUS2""
}
"
provision me a rg with name West Tiffany in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Tiffany""
    location =""EastUS2""
}
"
provision me a rg with name Lanestad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lanestad""
    location =""WestUS""
}
"
provision me a rg with name Averystad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Averystad""
    location =""EastUS""
}
"
provision me a rg with name South Travishaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Travishaven""
    location =""SouthCentralUS""
}
"
provision me a rg with name Jenniferfort in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jenniferfort""
    location =""WestUS""
}
"
provision me a rg with name South Jacquelinefurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jacquelinefurt""
    location =""EastUS""
}
"
provision me a rg with name Vanessashire in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Vanessashire""
    location =""EastUS""
}
"
provision me a rg with name West Thomas in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Thomas""
    location =""SouthCentralUS""
}
"
provision me a rg with name Ericland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ericland""
    location =""WestUS""
}
"
provision me a rg with name Port Lauren in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Lauren""
    location =""EastUS""
}
"
provision me a rg with name New Sandrashire in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Sandrashire""
    location =""EastUS2""
}
"
provision me a rg with name Tuckerhaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Tuckerhaven""
    location =""SouthCentralUS""
}
"
provision me a rg with name Gordonton in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Gordonton""
    location =""NorthCentralUS""
}
"
provision me a rg with name Mcdonaldbury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mcdonaldbury""
    location =""EastUS2""
}
"
provision me a rg with name Kirkshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kirkshire""
    location =""WestUS""
}
"
provision me a rg with name Ayersborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ayersborough""
    location =""EastUS2""
}
"
provision me a rg with name Brewerside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brewerside""
    location =""SouthCentralUS""
}
"
provision me a rg with name Port Brittanyport in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Brittanyport""
    location =""WestUS""
}
"
provision me a rg with name Thomasberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasberg""
    location =""EastUS""
}
"
provision me a rg with name New Lisa in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Lisa""
    location =""EastUS2""
}
"
provision me a rg with name Lake Douglas in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Douglas""
    location =""WestUS""
}
"
provision me a rg with name New Kenneth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Kenneth""
    location =""EastUS""
}
"
provision me a rg with name Loriland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Loriland""
    location =""NorthCentralUS""
}
"
provision me a rg with name Kimberlytown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kimberlytown""
    location =""EastUS""
}
"
provision me a rg with name New Eileen in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Eileen""
    location =""EastUS2""
}
"
provision me a rg with name Jessicabury in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jessicabury""
    location =""NorthCentralUS""
}
"
provision me a rg with name Hughesland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hughesland""
    location =""WestUS""
}
"
provision me a rg with name North Sarahmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Sarahmouth""
    location =""SouthCentralUS""
}
"
provision me a rg with name Ericastad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ericastad""
    location =""SouthCentralUS""
}
"
provision me a rg with name Port Jeffreyview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jeffreyview""
    location =""EastUS2""
}
"
provision me a rg with name Olsonfort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Olsonfort""
    location =""EastUS2""
}
"
provision me a rg with name Sherryshire in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sherryshire""
    location =""NorthCentralUS""
}
"
provision me a rg with name East Taylor in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Taylor""
    location =""NorthCentralUS""
}
"
provision me a rg with name Tarachester in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Tarachester""
    location =""SouthCentralUS""
}
"
provision me a rg with name Rogersstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rogersstad""
    location =""WestUS""
}
"
provision me a rg with name Loganmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Loganmouth""
    location =""EastUS2""
}
"
provision me a rg with name Rogersview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rogersview""
    location =""SouthCentralUS""
}
"
provision me a rg with name Luiston in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Luiston""
    location =""NorthCentralUS""
}
"
provision me a rg with name East Gilbertville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Gilbertville""
    location =""EastUS""
}
"
provision me a rg with name Lake Kimberlybury in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Kimberlybury""
    location =""WestUS""
}
"
provision me a rg with name Jasonmouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jasonmouth""
    location =""NorthCentralUS""
}
"
provision me a rg with name Jeffreymouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jeffreymouth""
    location =""WestUS""
}
"
provision me a rg with name Nguyenburgh in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nguyenburgh""
    location =""NorthCentralUS""
}
"
provision me a rg with name South Willie in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Willie""
    location =""SouthCentralUS""
}
"
provision me a rg with name Bautistaland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Bautistaland""
    location =""EastUS""
}
"
provision me a rg with name Ricechester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ricechester""
    location =""EastUS2""
}
"
provision me a rg with name Lake Kellyfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Kellyfort""
    location =""SouthCentralUS""
}
"
provision me a rg with name Holtbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Holtbury""
    location =""SouthCentralUS""
}
"
provision me a rg with name Byrdfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Byrdfort""
    location =""NorthCentralUS""
}
"
provision me a rg with name North Crystalchester in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Crystalchester""
    location =""WestUS""
}
"
provision me a rg with name East Jose in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jose""
    location =""NorthCentralUS""
}
"
provision me a rg with name Port Richard in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Richard""
    location =""NorthCentralUS""
}
"
provision me a rg with name West Joseph in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Joseph""
    location =""EastUS2""
}
"
provision me a rg with name Ronnieborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ronnieborough""
    location =""EastUS2""
}
"
provision me a rg with name North Jasonburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jasonburgh""
    location =""SouthCentralUS""
}
"
provision me a rg with name Jenniferside in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jenniferside""
    location =""EastUS2""
}
"
provision me a rg with name Lake Jason in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jason""
    location =""NorthCentralUS""
}
"
provision me a rg with name Sharonport in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sharonport""
    location =""WestUS""
}
"
provision me a rg with name South Jenniferfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jenniferfort""
    location =""SouthCentralUS""
}
"
provision me a rg with name Mackenzieborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mackenzieborough""
    location =""NorthCentralUS""
}
"
provision me a rg with name Deniseview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Deniseview""
    location =""NorthCentralUS""
}
"
provision me a rg with name South Natalie in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Natalie""
    location =""EastUS""
}
"
provision me a rg with name South Jessica in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jessica""
    location =""EastUS2""
}
"
provision me a rg with name Lake Craigport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Craigport""
    location =""NorthCentralUS""
}
"
provision me a rg with name Thomasfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasfurt""
    location =""SouthCentralUS""
}
"
provision me a rg with name Lake Angela in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Angela""
    location =""EastUS""
}
"
provision me a rg with name New Amanda in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Amanda""
    location =""EastUS2""
}
"
provision me a rg with name Kimshire in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kimshire""
    location =""SouthCentralUS""
}
"
provision me a rg with name West Sheilaberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Sheilaberg""
    location =""EastUS2""
}
"
provision me a rg with name West Adriana in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Adriana""
    location =""WestUS""
}
"
provision me a rg with name East Michelle in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Michelle""
    location =""NorthCentralUS""
}
"
provision me a rg with name Andersonville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Andersonville""
    location =""SouthCentralUS""
}
"
provision me a rg with name Jamestown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jamestown""
    location =""EastUS2""
}
"
provision me a rg with name Richardhaven in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Richardhaven""
    location =""SouthCentralUS""
}
"
provision me a rg with name Port Jocelyn in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jocelyn""
    location =""EastUS2""
}
"
provision me a rg with name West Kennethmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Kennethmouth""
    location =""EastUS""
}
"
provision me a rg with name Nelsonbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nelsonbury""
    location =""SouthCentralUS""
}
"
provision me a rg with name Coopertown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Coopertown""
    location =""NorthCentralUS""
}
"
provision me a rg with name Danielleport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Danielleport""
    location =""NorthCentralUS""
}
"
provision me a rg with name Port Kaitlyn in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kaitlyn""
    location =""SouthCentralUS""
}
"
provision me a rg with name Lake Julianberg in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Julianberg""
    location =""SouthCentralUS""
}
"
provision me a rg with name Barryberg in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Barryberg""
    location =""SouthCentralUS""
}
"
provision me a rg with name North Gerald in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Gerald""
    location =""NorthCentralUS""
}
"
provision me a rg with name Elizabethville in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Elizabethville""
    location =""WestUS""
}
"
provision me a rg with name South Rebecca in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Rebecca""
    location =""SouthCentralUS""
}
"
provision me a rg with name Raymondview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Raymondview""
    location =""NorthCentralUS""
}
"
provision me a rg with name Port Stephenport in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Stephenport""
    location =""WestUS""
}
"
provision me a rg with name South Amanda in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Amanda""
    location =""WestUS""
}
"
provision me a rg with name Anitaton in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Anitaton""
    location =""WestUS""
}
"
provision me a rg with name Belltown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Belltown""
    location =""EastUS2""
}
"
provision me a rg with name Jamesside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jamesside""
    location =""SouthCentralUS""
}
"
provision me a rg with name New Jose in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jose""
    location =""WestUS""
}
"
provision me a rg with name Lake Janefort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Janefort""
    location =""NorthCentralUS""
}
"
provision me a rg with name West Alexander in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Alexander""
    location =""WestUS""
}
"
provision me a rg with name New Gerald in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Gerald""
    location =""EastUS""
}
"
provision me a rg with name Richardberg in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Richardberg""
    location =""NorthCentralUS""
}
"
provision me a rg with name West Lisa in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Lisa""
    location =""SouthCentralUS""
}
"
provision me a rg with name Brownborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brownborough""
    location =""EastUS2""
}
"
provision me a rg with name North Jamesside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jamesside""
    location =""NorthCentralUS""
}
"
provision me a rg with name North Bobby in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Bobby""
    location =""WestUS""
}
"
provision me a rg with name South Patrick in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Patrick""
    location =""EastUS2""
}
"
provision me a rg with name North Thomasstad in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Thomasstad""
    location =""NorthCentralUS""
}
"
provision me a rg with name New Michelleville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Michelleville""
    location =""NorthCentralUS""
}
"
provision me a rg with name Brendaton in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brendaton""
    location =""EastUS2""
}
"
provision me a rg with name Jeffreyville in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jeffreyville""
    location =""EastUS2""
}
"
provision me a rg with name Lake Curtis in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Curtis""
    location =""EastUS2""
}
"
provision me a rg with name East Todd in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Todd""
    location =""EastUS""
}
"
provision me a rg with name Guerramouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Guerramouth""
    location =""NorthCentralUS""
}
"
provision me a rg with name South Ashley in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Ashley""
    location =""WestUS""
}
"
provision me a rg with name South Mariaport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Mariaport""
    location =""SouthCentralUS""
}
"
provision me a rg with name Sheltonshire in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sheltonshire""
    location =""NorthCentralUS""
}
"
provision me a rg with name New Anna in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Anna""
    location =""EastUS""
}
"
provision me a rg with name Vaughanchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Vaughanchester""
    location =""EastUS""
}
"
provision me a rg with name Port Davidville in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Davidville""
    location =""EastUS2""
}
"
provision me a rg with name Hudsonbury in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hudsonbury""
    location =""WestUS""
}
"
provision me a rg with name North Joseph in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Joseph""
    location =""SouthCentralUS""
}
"
provision me a rg with name South Jenniferville in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jenniferville""
    location =""WestUS""
}
"
provision me a rg with name West Theresafort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Theresafort""
    location =""EastUS2""
}
"
provision me a rg with name Port Seanburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Seanburgh""
    location =""EastUS""
}
"
provision me a rg with name East Luis in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Luis""
    location =""NorthCentralUS""
}
"
provision me a rg with name New Devin in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Devin""
    location =""EastUS2""
}
"
provision me a rg with name Snydermouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Snydermouth""
    location =""NorthCentralUS""
}
"
provision me a rg with name East Tamaraberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Tamaraberg""
    location =""EastUS""
}
"
provision me a rg with name East Raymondland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Raymondland""
    location =""WestUS""
}
"
provision me a rg with name Esparzahaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Esparzahaven""
    location =""EastUS2""
}
"
provision me a rg with name Carolberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Carolberg""
    location =""EastUS2""
}
"
provision me a rg with name North Michael in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Michael""
    location =""SouthCentralUS""
}
"
provision me a rg with name Thompsonborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thompsonborough""
    location =""EastUS2""
}
"
provision me a rg with name East Joseborough in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Joseborough""
    location =""EastUS""
}
"
provision me a rg with name Jonathanview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jonathanview""
    location =""SouthCentralUS""
}
"
provision me a rg with name Shawport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Shawport""
    location =""EastUS""
}
"
provision me a rg with name Lake Gregshire in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Gregshire""
    location =""NorthCentralUS""
}
"
provision me a rg with name Paulatown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Paulatown""
    location =""EastUS""
}
"
provision me a rg with name New Thomasmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Thomasmouth""
    location =""EastUS""
}
"
provision me a rg with name Wilsontown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wilsontown""
    location =""EastUS2""
}
"
provision me a rg with name East Garyfort in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Garyfort""
    location =""EastUS""
}
"
provision me a rg with name Lake Suzanneborough in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Suzanneborough""
    location =""EastUS""
}
"
provision me a rg with name Lake Darintown in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Darintown""
    location =""WestUS""
}
"
