prompt,code
Deploy a rg with name South Pamela in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Pamela""
    location =""EastUS""
}
"
Deploy a rg with name Elizabethtown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Elizabethtown""
    location =""EastUS2""
}
"
Deploy a rg with name South Coreyhaven in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Coreyhaven""
    location =""WestUS""
}
"
Deploy a rg with name East Tammyhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Tammyhaven""
    location =""EastUS""
}
"
Deploy a rg with name Riveraberg in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Riveraberg""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Reillyport in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Reillyport""
    location =""EastUS2""
}
"
Deploy a rg with name Monicashire in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Monicashire""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Arthurton in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Arthurton""
    location =""EastUS2""
}
"
Deploy a rg with name South Michaelhaven in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Michaelhaven""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Wallacemouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wallacemouth""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Robertfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Robertfort""
    location =""SouthCentralUS""
}
"
Deploy a rg with name New Michaelville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Michaelville""
    location =""EastUS""
}
"
Deploy a rg with name Jeremyton in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jeremyton""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Lake Jamesbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jamesbury""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Schaeferhaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Schaeferhaven""
    location =""EastUS2""
}
"
Deploy a rg with name North Jenniferfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jenniferfort""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Port Bethanyville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Bethanyville""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Garyhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Garyhaven""
    location =""EastUS""
}
"
Deploy a rg with name Port Olivia in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Olivia""
    location =""EastUS2""
}
"
Deploy a rg with name Port Tammy in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Tammy""
    location =""WestUS""
}
"
Deploy a rg with name New Alanville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Alanville""
    location =""NorthCentralUS""
}
"
Deploy a rg with name North Kirkborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Kirkborough""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Port Ashleymouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Ashleymouth""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Lake Beth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Beth""
    location =""EastUS2""
}
"
Deploy a rg with name Millerland in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Millerland""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Port Christopherfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Christopherfurt""
    location =""SouthCentralUS""
}
"
Deploy a rg with name North Matthewside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Matthewside""
    location =""WestUS""
}
"
Deploy a rg with name Annaberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Annaberg""
    location =""EastUS2""
}
"
Deploy a rg with name Howardburgh in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Howardburgh""
    location =""WestUS""
}
"
Deploy a rg with name Powersville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Powersville""
    location =""EastUS""
}
"
Deploy a rg with name Port Stephenchester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Stephenchester""
    location =""EastUS2""
}
"
Deploy a rg with name Hurstmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hurstmouth""
    location =""EastUS""
}
"
Deploy a rg with name South Nicole in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Nicole""
    location =""EastUS""
}
"
Deploy a rg with name South Toni in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Toni""
    location =""EastUS""
}
"
Deploy a rg with name Huertaborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Huertaborough""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Briannafurt in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Briannafurt""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Davisside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Davisside""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Lake Michaelfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Michaelfurt""
    location =""EastUS""
}
"
Deploy a rg with name South Williamfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Williamfurt""
    location =""EastUS""
}
"
Deploy a rg with name Jasonstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jasonstad""
    location =""WestUS""
}
"
Deploy a rg with name North Ericshire in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Ericshire""
    location =""EastUS2""
}
"
Deploy a rg with name West Andrea in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Andrea""
    location =""EastUS2""
}
"
Deploy a rg with name West Sean in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Sean""
    location =""EastUS2""
}
"
Deploy a rg with name Kevinhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kevinhaven""
    location =""EastUS""
}
"
Deploy a rg with name Phillipsville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Phillipsville""
    location =""EastUS""
}
"
Deploy a rg with name Gonzalezchester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Gonzalezchester""
    location =""EastUS""
}
"
Deploy a rg with name Edwardsmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Edwardsmouth""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Robertmouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Robertmouth""
    location =""WestUS""
}
"
Deploy a rg with name South Jessicastad in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jessicastad""
    location =""EastUS2""
}
"
Deploy a rg with name Waltonborough in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Waltonborough""
    location =""WestUS""
}
"
Deploy a rg with name Port Seth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Seth""
    location =""EastUS""
}
"
Deploy a rg with name East Stephen in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Stephen""
    location =""EastUS2""
}
"
Deploy a rg with name Connorshire in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Connorshire""
    location =""EastUS2""
}
"
Deploy a rg with name South Matthewfort in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Matthewfort""
    location =""SouthCentralUS""
}
"
Deploy a rg with name South Davidside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Davidside""
    location =""SouthCentralUS""
}
"
Deploy a rg with name West Vanessa in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Vanessa""
    location =""EastUS""
}
"
Deploy a rg with name North James in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North James""
    location =""EastUS2""
}
"
Deploy a rg with name Nicholasview in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Nicholasview""
    location =""EastUS""
}
"
Deploy a rg with name Port Stephen in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Stephen""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Williamsmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Williamsmouth""
    location =""EastUS""
}
"
Deploy a rg with name Walkerbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Walkerbury""
    location =""SouthCentralUS""
}
"
Deploy a rg with name East Mariastad in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Mariastad""
    location =""EastUS2""
}
"
Deploy a rg with name Vaughnmouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Vaughnmouth""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Matthewborough in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Matthewborough""
    location =""EastUS""
}
"
Deploy a rg with name East Williamberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Williamberg""
    location =""EastUS2""
}
"
Deploy a rg with name Kristenberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kristenberg""
    location =""EastUS""
}
"
Deploy a rg with name Johnsonchester in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Johnsonchester""
    location =""SouthCentralUS""
}
"
Deploy a rg with name New Ronald in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Ronald""
    location =""WestUS""
}
"
Deploy a rg with name Christophermouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christophermouth""
    location =""NorthCentralUS""
}
"
Deploy a rg with name South Brianhaven in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Brianhaven""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Jamesbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jamesbury""
    location =""SouthCentralUS""
}
"
Deploy a rg with name South Jamesside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jamesside""
    location =""WestUS""
}
"
Deploy a rg with name Port Brittney in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Brittney""
    location =""WestUS""
}
"
Deploy a rg with name Wheelerport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wheelerport""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Bowmanside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Bowmanside""
    location =""WestUS""
}
"
Deploy a rg with name Loganview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Loganview""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Brooksview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brooksview""
    location =""WestUS""
}
"
Deploy a rg with name Jesusshire in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jesusshire""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Crystal in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Crystal""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Bartlettbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Bartlettbury""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Savageborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Savageborough""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Jameston in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Jameston""
    location =""WestUS""
}
"
Deploy a rg with name East Stephanie in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Stephanie""
    location =""EastUS""
}
"
Deploy a rg with name Joneschester in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Joneschester""
    location =""SouthCentralUS""
}
"
Deploy a rg with name East Amberbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Amberbury""
    location =""EastUS""
}
"
Deploy a rg with name Carpenterstad in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Carpenterstad""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Christianshire in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christianshire""
    location =""EastUS2""
}
"
Deploy a rg with name Port Mariashire in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Mariashire""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Lake Kevin in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Kevin""
    location =""EastUS2""
}
"
Deploy a rg with name Ewingmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ewingmouth""
    location =""EastUS2""
}
"
Deploy a rg with name Lake Traciland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Traciland""
    location =""NorthCentralUS""
}
"
Deploy a rg with name East Dianaberg in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Dianaberg""
    location =""SouthCentralUS""
}
"
Deploy a rg with name Lake Garyfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Garyfurt""
    location =""SouthCentralUS""
}
"
Deploy a rg with name New Nathanielchester in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Nathanielchester""
    location =""WestUS""
}
"
Deploy a rg with name Lisachester in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lisachester""
    location =""WestUS""
}
"
Deploy a rg with name Mccarthytown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mccarthytown""
    location =""EastUS2""
}
"
Deploy a rg with name Port Mary in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Mary""
    location =""WestUS""
}
"
Deploy a rg with name Whitehaven in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Whitehaven""
    location =""WestUS""
}
"
Deploy a rg with name Sophiamouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sophiamouth""
    location =""EastUS2""
}
"
Deploy a rg with name Oliverville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Oliverville""
    location =""NorthCentralUS""
}
"
Deploy a rg with name Alanborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Alanborough""
    location =""NorthCentralUS""
}
"
Deploy a rg with name New Kathleenberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Kathleenberg""
    location =""EastUS""
}
"
Deploy a rg with name Jesusstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jesusstad""
    location =""WestUS""
}
"
get me a rg with name South Johnny in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Johnny""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Destinyborough in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Destinyborough""
    location =""SouthCentralUS""
}
"
get me a rg with name Brownfurt in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brownfurt""
    location =""WestUS""
}
"
get me a rg with name Port Davidmouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Davidmouth""
    location =""NorthCentralUS""
}
"
get me a rg with name North Charlottemouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Charlottemouth""
    location =""WestUS""
}
"
get me a rg with name Whiteside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Whiteside""
    location =""WestUS""
}
"
get me a rg with name Woodberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Woodberg""
    location =""EastUS""
}
"
get me a rg with name Hamiltonchester in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hamiltonchester""
    location =""SouthCentralUS""
}
"
get me a rg with name Kimfort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kimfort""
    location =""EastUS2""
}
"
get me a rg with name Susanville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Susanville""
    location =""SouthCentralUS""
}
"
get me a rg with name New Melindaville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Melindaville""
    location =""SouthCentralUS""
}
"
get me a rg with name Timothyton in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Timothyton""
    location =""EastUS2""
}
"
get me a rg with name Dustinchester in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Dustinchester""
    location =""SouthCentralUS""
}
"
get me a rg with name Paulaside in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Paulaside""
    location =""SouthCentralUS""
}
"
get me a rg with name West Dianamouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Dianamouth""
    location =""NorthCentralUS""
}
"
get me a rg with name New Scott in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Scott""
    location =""EastUS2""
}
"
get me a rg with name West Luis in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Luis""
    location =""NorthCentralUS""
}
"
get me a rg with name North Amymouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Amymouth""
    location =""EastUS""
}
"
get me a rg with name West Kenneth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Kenneth""
    location =""WestUS""
}
"
get me a rg with name Virginiaborough in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Virginiaborough""
    location =""SouthCentralUS""
}
"
get me a rg with name South Steven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Steven""
    location =""EastUS2""
}
"
get me a rg with name Kristinamouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kristinamouth""
    location =""WestUS""
}
"
get me a rg with name Robertview in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Robertview""
    location =""EastUS""
}
"
get me a rg with name Tamaraport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Tamaraport""
    location =""SouthCentralUS""
}
"
get me a rg with name North Loriton in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Loriton""
    location =""WestUS""
}
"
get me a rg with name Port Margaretland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Margaretland""
    location =""EastUS""
}
"
get me a rg with name Johnfurt in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Johnfurt""
    location =""NorthCentralUS""
}
"
get me a rg with name Hollowayfurt in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hollowayfurt""
    location =""NorthCentralUS""
}
"
get me a rg with name North Jasonburgh in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jasonburgh""
    location =""WestUS""
}
"
get me a rg with name East Amandaside in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Amandaside""
    location =""EastUS2""
}
"
get me a rg with name Mccormickview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mccormickview""
    location =""EastUS2""
}
"
get me a rg with name Dorseyshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Dorseyshire""
    location =""WestUS""
}
"
get me a rg with name Alexhaven in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Alexhaven""
    location =""NorthCentralUS""
}
"
get me a rg with name West Emilytown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Emilytown""
    location =""NorthCentralUS""
}
"
get me a rg with name Leslieside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Leslieside""
    location =""NorthCentralUS""
}
"
get me a rg with name North Sarahchester in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Sarahchester""
    location =""NorthCentralUS""
}
"
get me a rg with name East Jeffreyview in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jeffreyview""
    location =""SouthCentralUS""
}
"
get me a rg with name Carmenburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Carmenburgh""
    location =""SouthCentralUS""
}
"
get me a rg with name Sheliamouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sheliamouth""
    location =""EastUS""
}
"
get me a rg with name New Gabrielleburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Gabrielleburgh""
    location =""EastUS2""
}
"
get me a rg with name New Andre in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Andre""
    location =""WestUS""
}
"
get me a rg with name Youngview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Youngview""
    location =""WestUS""
}
"
get me a rg with name Garciaport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Garciaport""
    location =""NorthCentralUS""
}
"
get me a rg with name South Teresabury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Teresabury""
    location =""EastUS2""
}
"
get me a rg with name North Charles in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Charles""
    location =""WestUS""
}
"
get me a rg with name Port Jasmine in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jasmine""
    location =""EastUS""
}
"
get me a rg with name Simonburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Simonburgh""
    location =""EastUS""
}
"
get me a rg with name East David in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East David""
    location =""EastUS2""
}
"
get me a rg with name Wernertown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wernertown""
    location =""NorthCentralUS""
}
"
get me a rg with name Christopherville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christopherville""
    location =""EastUS""
}
"
get me a rg with name Steeleview in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Steeleview""
    location =""EastUS""
}
"
get me a rg with name Maryshire in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Maryshire""
    location =""SouthCentralUS""
}
"
get me a rg with name Lake William in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake William""
    location =""SouthCentralUS""
}
"
get me a rg with name Carolport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Carolport""
    location =""NorthCentralUS""
}
"
get me a rg with name Lake Anthony in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Anthony""
    location =""WestUS""
}
"
get me a rg with name South Danielburgh in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Danielburgh""
    location =""EastUS2""
}
"
get me a rg with name South Brenda in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Brenda""
    location =""EastUS""
}
"
get me a rg with name Amberfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amberfort""
    location =""NorthCentralUS""
}
"
get me a rg with name Lake Anitaland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Anitaland""
    location =""WestUS""
}
"
get me a rg with name Karenbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Karenbury""
    location =""EastUS""
}
"
get me a rg with name Rogersberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rogersberg""
    location =""EastUS""
}
"
get me a rg with name Kellyberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kellyberg""
    location =""EastUS""
}
"
get me a rg with name Port Christopherstad in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Christopherstad""
    location =""EastUS2""
}
"
get me a rg with name Catherineside in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Catherineside""
    location =""NorthCentralUS""
}
"
get me a rg with name Boydborough in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Boydborough""
    location =""EastUS2""
}
"
get me a rg with name East Veronicafurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Veronicafurt""
    location =""SouthCentralUS""
}
"
get me a rg with name Gayfort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Gayfort""
    location =""EastUS2""
}
"
get me a rg with name Lake William in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake William""
    location =""EastUS2""
}
"
get me a rg with name New Kellymouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Kellymouth""
    location =""EastUS2""
}
"
get me a rg with name Olsonville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Olsonville""
    location =""SouthCentralUS""
}
"
get me a rg with name East Carrie in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Carrie""
    location =""EastUS2""
}
"
get me a rg with name North Kenneth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Kenneth""
    location =""EastUS""
}
"
get me a rg with name Debraville in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Debraville""
    location =""WestUS""
}
"
get me a rg with name Port Jessefurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jessefurt""
    location =""EastUS""
}
"
get me a rg with name East Karenstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Karenstad""
    location =""WestUS""
}
"
get me a rg with name West Katrinafort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Katrinafort""
    location =""NorthCentralUS""
}
"
get me a rg with name Port Reneeville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Reneeville""
    location =""NorthCentralUS""
}
"
get me a rg with name Millerstad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Millerstad""
    location =""SouthCentralUS""
}
"
get me a rg with name Hectormouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hectormouth""
    location =""EastUS2""
}
"
get me a rg with name Port Shawn in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Shawn""
    location =""WestUS""
}
"
get me a rg with name Darylburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Darylburgh""
    location =""SouthCentralUS""
}
"
get me a rg with name Sethview in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sethview""
    location =""EastUS2""
}
"
get me a rg with name West Suzanne in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Suzanne""
    location =""EastUS""
}
"
get me a rg with name West Olivia in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Olivia""
    location =""EastUS""
}
"
